thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,1850,228.51,clay,,,"2993.5, 0.60, 0.12, 0.024, 1.0"
0.5,1850,228.51,sand,"1850.0, 96601117.2, 209302420.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,269.63,sand,"1850.0, 134495623.3, 291407183.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,1700,181.56,sand,"1700.0, 56038857.1, 121417523.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,1700,181.56,clay,,,"20954.7, 0.85, 0.18, 0.036, 1.0"
1.5,1850,201.01,clay,,,"31432.0, 0.60, 0.12, 0.024, 1.0"
1.5,1850,211.4,clay,,,"40412.5, 0.60, 0.12, 0.024, 1.0"
1.5,1700,188.72,clay,,,"40676.7, 0.85, 0.18, 0.036, 1.0"
1.5,1850,201.01,clay,,,"58373.7, 0.60, 0.12, 0.024, 1.0"
3.0,1850,224.59,clay,,,"71844.5, 0.60, 0.12, 0.024, 1.0"
1.5,1700,195.16,clay,,,"70259.7, 0.85, 0.18, 0.036, 1.0"
1.0,1850,206.4,clay,,,"92799.2, 0.60, 0.12, 0.024, 1.0"
