thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,195.16,clay,,,"3697.9, 0.85, 0.18, 0.036, 1.0"
0.3,1850,274.18,clay,,,"9878.6, 0.60, 0.12, 0.024, 1.0"
1.2,1850,274.18,sand,"1850.0, 139073143.9, 301325145.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.0,1700,188.72,sand,"1700.0, 60545905.3, 131182794.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,1700,188.72,clay,,,"20954.7, 0.85, 0.18, 0.036, 1.0"
1.5,1850,211.4,clay,,,"31432.0, 0.60, 0.12, 0.024, 1.0"
1.5,1700,195.16,clay,,,"33280.9, 0.85, 0.18, 0.036, 1.0"
1.5,1850,216.06,clay,,,"49393.1, 0.60, 0.12, 0.024, 1.0"
1.5,1700,188.72,clay,,,"48072.4, 0.85, 0.18, 0.036, 1.0"
1.5,1850,211.4,clay,,,"67354.2, 0.60, 0.12, 0.024, 1.0"
1.5,1700,195.16,clay,,,"62864.0, 0.85, 0.18, 0.036, 1.0"
2.5,1850,201.01,clay,,,"88308.9, 0.60, 0.12, 0.024, 1.0"
