thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,180.27,silt,,"55245363.9, 552453.6, 0.2, 0.2",
1.5,1850,284.67,sand,"1850.0, 149918466.5, 324823344.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,2000,312.19,sand,"2000.0, 194925192.2, 422337916.4, 40.0, 0.1, 101325.0, 0.5, 37.0",,
0.5,1700,154.38,sand,"1700.0, 40516413.5, 87785562.5, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,1700,154.38,silt,,"40516413.5, 405164.1, 0.2, 0.2",
1.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.5,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
1.5,1700,170.9,silt,,"49651577.0, 496515.8, 0.2, 0.2",
1.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.5,1700,154.38,silt,,"40516413.5, 405164.1, 0.2, 0.2",
1.5,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
1.5,1700,170.9,silt,,"49651577.0, 496515.8, 0.2, 0.2",
3.0,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
1.5,1700,188.7,silt,,"60533073.0, 605330.7, 0.2, 0.2",
1.5,1700,184.58,silt,,"57918619.9, 579186.2, 0.2, 0.2",
1.5,1700,192.62,silt,,"63074189.5, 630741.9, 0.2, 0.2",
1.0,1700,192.62,clay,,,"120797.4, 0.85, 0.18, 0.036, 1.0"
