thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1850,271.94,clay,,,"4490.3, 0.60, 0.12, 0.024, 1.0"
1.5,1850,264.84,clay,,,"13470.8, 0.60, 0.12, 0.024, 1.0"
1.5,1850,201.01,clay,,,"22451.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,206.4,clay,,,"31432.0, 0.60, 0.12, 0.024, 1.0"
1.5,1850,220.45,clay,,,"40412.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,228.51,clay,,,"49393.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,235.8,clay,,,"58373.7, 0.60, 0.12, 0.024, 1.0"
1.5,1850,262.34,clay,,,"67354.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,259.77,clay,,,"76334.8, 0.60, 0.12, 0.024, 1.0"
1.5,1850,269.63,clay,,,"85315.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,271.94,clay,,,"94295.9, 0.60, 0.12, 0.024, 1.0"
1.5,1850,284.67,clay,,,"103276.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,290.45,clay,,,"115250.6, 0.60, 0.12, 0.024, 1.0"
