thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
0.2,1700,154.38,sand,"1700.0, 40516413.5, 87785562.5, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.25,1700,154.38,clay,,,"1602.4, 0.85, 0.18, 0.036, 1.0"
0.75,1700,154.38,sand,"1700.0, 40516413.5, 87785562.5, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.3,1700,154.38,clay,,,"6656.2, 0.85, 0.18, 0.036, 1.0"
1.5,1700,196.39,clay,,,"11093.6, 0.85, 0.18, 0.036, 1.0"
1.5,1700,181.56,sand,"1700.0, 56038857.1, 121417523.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.1,1700,165.78,sand,"1700.0, 46721114.3, 101229080.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
4.4,1700,165.78,clay,,,"33527.4, 0.85, 0.18, 0.036, 1.0"
1.5,1700,154.38,clay,,,"48072.4, 0.85, 0.18, 0.036, 1.0"
1.5,1700,165.78,clay,,,"55468.2, 0.85, 0.18, 0.036, 1.0"
1.5,1700,160.3,clay,,,"62864.0, 0.85, 0.18, 0.036, 1.0"
1.5,1700,170.9,clay,,,"70259.7, 0.85, 0.18, 0.036, 1.0"
1.5,1700,165.78,clay,,,"77655.5, 0.85, 0.18, 0.036, 1.0"
3.5,1700,170.9,clay,,,"89981.7, 0.85, 0.18, 0.036, 1.0"
