thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,1700,154.28,silt,,"40463941.3, 404639.4, 0.2, 0.2",
1.5,1700,165.67,silt,,"46659133.1, 466591.3, 0.2, 0.2",
1.5,1700,175.59,silt,,"52414141.8, 524141.4, 0.2, 0.2",
1.5,1700,180.13,silt,,"55159588.7, 551595.9, 0.2, 0.2",
1.5,1850,224.59,sand,"1850.0, 93315236.0, 202183011.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,262.34,sand,"1850.0, 127321209.9, 275862621.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,271.94,sand,"1850.0, 136810022.7, 296421715.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,276.38,sand,"1850.0, 141313923.1, 306180166.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,280.61,sand,"1850.0, 145672648.4, 315624071.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,288.56,sand,"1850.0, 154043716.2, 333761385.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,294.12,sand,"1850.0, 160037162.6, 346747185.7, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,2000,301.07,sand,"2000.0, 181286289.8, 392786961.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,2000,302.73,sand,"2000.0, 183290905.8, 397130295.9, 36.0, 0.1, 101325.0, 0.5, 33.0",,
