thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
2.0,1700,188.72,sand,"1700.0, 60545905.3, 131182794.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.55,1700,163.99,sand,"1700.0, 45717624.2, 99054852.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.7,1700,163.99,clay,,,"14298.5, 0.85, 0.18, 0.036, 1.0"
0.75,1700,163.99,sand,"1700.0, 45717624.2, 99054852.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.35,1700,195.16,sand,"1700.0, 64748623.5, 140288684.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.15,1700,195.16,clay,,,"21817.5, 0.85, 0.18, 0.036, 1.0"
0.15,1850,257.12,clay,,,"27390.7, 0.60, 0.12, 0.024, 1.0"
0.35,1850,257.12,sand,"1850.0, 122304784.6, 264993700.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.4,1550,137.81,sand,"1550.0, 29436974.0, 63780110.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.6,1550,137.81,clay,,,"22081.6, 1.10, 0.25, 0.050, 1.0"
0.35,1700,195.16,clay,,,"30445.9, 0.85, 0.18, 0.036, 1.0"
0.65,1700,195.16,sand,"1700.0, 64748623.5, 140288684.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.7,1700,152.57,sand,"1700.0, 39571928.3, 85739178.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
2.35,1700,152.57,clay,,,"43758.2, 0.85, 0.18, 0.036, 1.0"
0.45,1700,152.57,sand,"1700.0, 39571928.3, 85739178.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
