thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1994.1,181.56,clay,,,"5251.6, 0.55, 0.18, 0.036, 1.0"
0.5,1941.2,304.37,clay,,,"11601.2, 0.54, 0.12, 0.024, 1.0"
1.0,1941.2,304.37,sand,"1941.2, 179832717.5, 389637554.6, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.0,1941.2,211.4,sand,"1941.2, 86751098.8, 187960714.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
2.0,1941.2,211.4,clay,,,"33146.3, 0.54, 0.12, 0.024, 1.0"
1.5,1941.2,163.99,clay,,,"44747.4, 0.54, 0.18, 0.036, 1.0"
1.5,1941.2,206.4,clay,,,"54691.3, 0.54, 0.12, 0.024, 1.0"
1.5,1941.2,211.4,clay,,,"64635.2, 0.54, 0.12, 0.024, 1.0"
1.5,1941.2,228.51,clay,,,"74579.1, 0.54, 0.12, 0.024, 1.0"
1.5,1941.2,235.8,clay,,,"84523.0, 0.54, 0.12, 0.024, 1.0"
1.5,1941.2,224.59,clay,,,"94466.8, 0.54, 0.12, 0.024, 1.0"
1.0,1941.2,211.4,clay,,,"102753.4, 0.54, 0.12, 0.024, 1.0"
