thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
3.0,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.5,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
0.5,1700,196.39,sand,"1700.0, 65567354.6, 142062601.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,1700,196.39,silt,,"65567354.6, 655673.5, 0.2, 0.2",
3.0,1850,206.85,silt,,"79155806.6, 791558.1, 0.2, 0.2",
3.0,1850,203.49,silt,,"76605133.2, 766051.3, 0.2, 0.2",
1.5,1700,192.62,silt,,"63074189.5, 630741.9, 0.2, 0.2",
1.5,1700,196.39,silt,,"65567354.6, 655673.5, 0.2, 0.2",
1.5,1850,200.01,silt,,"74007400.2, 740074.0, 0.2, 0.2",
1.5,1700,192.62,silt,,"63074189.5, 630741.9, 0.2, 0.2",
4.5,1700,196.39,silt,,"65567354.6, 655673.5, 0.2, 0.2",
3.45,1700,184.58,silt,,"57918619.9, 579186.2, 0.2, 0.2",
