thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,170.78,silt,,"49581874.3, 495818.7, 0.2, 0.2",
1.5,1700,184.44,silt,,"57830793.1, 578307.9, 0.2, 0.2",
1.5,1850,206.66,silt,,"79010457.9, 790104.6, 0.2, 0.2",
1.5,1850,219.04,silt,,"88760265.0, 887602.6, 0.2, 0.2",
4.5,1850,280.61,clay,,,"49393.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,288.56,clay,,,"67354.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,288.56,sand,"1850.0, 154043716.2, 333761385.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,286.63,sand,"1850.0, 151990000.3, 329311667.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,292.3,sand,"1850.0, 158062686.5, 342469154.1, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,299.37,sand,"1850.0, 165801434.3, 359236440.9, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,276.38,sand,"1850.0, 141313923.1, 306180166.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,295.9,sand,"1850.0, 161980098.5, 350956880.1, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,2000,301.07,sand,"2000.0, 181286289.8, 392786961.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,288.56,sand,"1850.0, 154043716.2, 333761385.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,2000,302.73,sand,"2000.0, 183290905.8, 397130295.9, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,2000,312.19,sand,"2000.0, 194925192.2, 422337916.4, 40.0, 0.1, 101325.0, 0.5, 37.0",,
1.5,2000,322.25,sand,"2000.0, 207690125.0, 449995270.8, 40.0, 0.1, 101325.0, 0.5, 37.0",,
