thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
0.6,1700,181.56,sand,"1700.0, 56038857.1, 121417523.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.9,1700,181.56,silt,,"56038857.1, 560388.6, 0.2, 0.2",
1.5,1700,173.44,silt,,"51138437.1, 511384.4, 0.2, 0.2",
0.35,1850,232.24,clay,,,"19008.9, 0.60, 0.12, 0.024, 1.0"
1.15,1850,232.24,silt,,"99780522.6, 997805.2, 0.2, 0.2",
1.3,1850,242.48,silt,,"108773618.2, 1087736.2, 0.2, 0.2",
0.5,1850,242.48,clay,,,"36221.6, 0.60, 0.12, 0.024, 1.0"
0.2,1850,242.48,sand,"1850.0, 108773618.2, 235676172.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.2,1550,147.94,sand,"1550.0, 33923677.6, 73501301.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.3,1550,147.94,clay,,,"32347.6, 1.10, 0.25, 0.050, 1.0"
0.25,1850,216.06,clay,,,"54631.8, 0.60, 0.12, 0.024, 1.0"
0.75,1850,216.06,sand,"1850.0, 86361558.7, 187116710.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,2000,309.14,sand,"2000.0, 191135079.2, 414126004.9, 40.0, 0.1, 101325.0, 0.5, 37.0",,
