thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,195.16,sand,"1700.0, 64748623.5, 140288684.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1850,201.01,sand,"1850.0, 74749287.2, 161956788.9, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.8,1700,160.3,sand,"1700.0, 43683353.0, 94647264.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.7,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
1.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.5,1700,180.27,silt,,"55245363.9, 552453.6, 0.2, 0.2",
1.5,1700,184.58,silt,,"57918619.9, 579186.2, 0.2, 0.2",
1.3,1850,234.04,silt,,"101333235.0, 1013332.3, 0.2, 0.2",
0.2,1850,234.04,clay,,,"62265.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,224.59,clay,,,"67354.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,230.4,clay,,,"76334.8, 0.60, 0.12, 0.024, 1.0"
1.5,1850,232.24,clay,,,"85315.4, 0.60, 0.12, 0.024, 1.0"
4.5,1850,234.04,clay,,,"103276.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,244.07,clay,,,"121237.6, 0.60, 0.12, 0.024, 1.0"
1.5,1850,235.8,clay,,,"130218.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,239.21,clay,,,"139198.7, 0.60, 0.12, 0.024, 1.0"
3.0,1850,230.4,clay,,,"152669.6, 0.60, 0.12, 0.024, 1.0"
1.5,1850,232.24,clay,,,"166140.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,235.8,clay,,,"175121.0, 0.60, 0.12, 0.024, 1.0"
1.5,1850,234.04,clay,,,"184101.6, 0.60, 0.12, 0.024, 1.0"
1.5,1850,235.8,clay,,,"193082.1, 0.60, 0.12, 0.024, 1.0"
2.0,1850,234.04,clay,,,"203559.5, 0.60, 0.12, 0.024, 1.0"
