thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,195.16,sand,"1700.0, 64748623.5, 140288684.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1850,201.01,sand,"1850.0, 74749287.2, 161956788.9, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1700,188.72,sand,"1700.0, 60545905.3, 131182794.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.4,1550,123.73,sand,"1550.0, 23729125.0, 51413104.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.1,1550,123.73,silt,,"23729125.0, 237291.2, 0.2, 0.2",
1.5,1850,224.92,silt,,"93589661.8, 935896.6, 0.2, 0.2",
1.5,1850,280.61,sand,"1850.0, 145672648.4, 315624071.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,271.94,sand,"1850.0, 136810022.7, 296421715.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1700,163.99,sand,"1700.0, 45717624.2, 99054852.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1550,123.73,silt,,"23729125.0, 237291.2, 0.2, 0.2",
1.5,1700,188.7,silt,,"60533073.0, 605330.7, 0.2, 0.2",
5.0,1700,188.7,sand,"1700.0, 60533073.0, 131154991.5, 32.0, 0.1, 101325.0, 0.5, 29.0",,
