thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,173.44,clay,,,"3697.9, 0.85, 0.18, 0.036, 1.0"
3.0,1850,211.4,clay,,,"17961.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,201.01,clay,,,"31432.0, 0.60, 0.12, 0.024, 1.0"
1.5,1700,195.16,clay,,,"33280.9, 0.85, 0.18, 0.036, 1.0"
1.5,1850,220.45,clay,,,"49393.1, 0.60, 0.12, 0.024, 1.0"
1.0,1700,190.68,clay,,,"46839.8, 0.85, 0.18, 0.036, 1.0"
0.5,1700,190.68,silt,,"61810066.1, 618100.7, 0.2, 0.2",
3.0,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
3.0,1700,180.27,silt,,"55245363.9, 552453.6, 0.2, 0.2",
1.5,1700,184.58,silt,,"57918619.9, 579186.2, 0.2, 0.2",
1.5,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
1.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.5,1700,170.9,silt,,"49651577.0, 496515.8, 0.2, 0.2",
3.0,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.5,1700,198.22,silt,,"66794986.3, 667949.9, 0.2, 0.2",
1.5,1850,203.49,silt,,"76605133.2, 766051.3, 0.2, 0.2",
1.5,1700,198.22,silt,,"66794986.3, 667949.9, 0.2, 0.2",
1.5,1700,192.62,silt,,"63074189.5, 630741.9, 0.2, 0.2",
1.5,1700,188.7,silt,,"60533073.0, 605330.7, 0.2, 0.2",
2.0,1700,180.27,silt,,"55245363.9, 552453.6, 0.2, 0.2",
