thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1922.4,154.38,silt,,"45815792.1, 458157.9, 0.2, 0.2",
0.25,1922.4,206.4,silt,,"81894080.8, 818940.8, 0.2, 0.2",
1.25,1922.4,206.4,sand,"1922.4, 81894080.8, 177437175.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.2,1922.4,165.78,sand,"1922.4, 52832042.0, 114469424.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.3,1922.4,165.78,silt,,"52832042.0, 528320.4, 0.2, 0.2",
0.7,1911.2,160.3,sand,"1911.2, 49109762.6, 106404485.6, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.8,1911.2,160.3,silt,,"49109762.6, 491097.6, 0.2, 0.2",
1.5,1911.2,184.58,silt,,"65113355.0, 651133.6, 0.2, 0.2",
0.8,1911.2,264.84,silt,,"134050348.8, 1340503.5, 0.2, 0.2",
2.2,1911.2,264.84,sand,"1911.2, 134050348.8, 290442422.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1911.2,290.45,sand,"1911.2, 161229145.2, 349329814.7, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1911.2,276.38,sand,"1911.2, 145986943.2, 316305043.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1911.2,280.61,sand,"1911.2, 150489804.3, 326061242.7, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1911.2,284.67,sand,"1911.2, 154876024.7, 335564720.1, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1911.2,288.56,sand,"1911.2, 159137689.6, 344798327.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
2.0,1911.2,282.66,sand,"1911.2, 152696646.5, 330842734.1, 36.0, 0.1, 101325.0, 0.5, 33.0",,
