thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
0.5,1850,245.62,silt,,"111608991.1, 1116089.9, 0.2, 0.2",
1.0,1850,245.62,sand,"1850.0, 111608991.1, 241819480.8, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,262.34,sand,"1850.0, 127321209.9, 275862621.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,278.52,sand,"1850.0, 143510772.2, 310940006.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
3.0,1850,282.66,sand,"1850.0, 147808849.9, 320252508.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,286.63,sand,"1850.0, 151990000.3, 329311667.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.4,1850,249.55,sand,"1850.0, 115209124.6, 249619770.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.1,1850,249.55,silt,,"115209124.6, 1152091.2, 0.2, 0.2",
0.25,1850,282.66,silt,,"147808849.9, 1478088.5, 0.2, 0.2",
1.25,1850,282.66,sand,"1850.0, 147808849.9, 320252508.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,280.61,sand,"1850.0, 145672648.4, 315624071.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.95,1850,286.63,sand,"1850.0, 151990000.3, 329311667.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
