thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.3,1850,216.06,silt,,"86361558.7, 863615.6, 0.2, 0.2",
0.2,1850,216.06,sand,"1850.0, 86361558.7, 187116710.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.1,1550,99.16,sand,"1550.0, 15240693.7, 33021503.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.4,1550,99.16,silt,,"15240693.7, 152406.9, 0.2, 0.2",
3.0,1550,132.87,silt,,"27364377.2, 273643.8, 0.2, 0.2",
1.5,1850,256.01,silt,,"121251072.2, 1212510.7, 0.2, 0.2",
0.15,1850,274.18,silt,,"139073143.9, 1390731.4, 0.2, 0.2",
2.85,1850,274.18,sand,"1850.0, 139073143.9, 301325145.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,271.94,sand,"1850.0, 136810022.7, 296421715.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,274.18,sand,"1850.0, 139073143.9, 301325145.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.95,1850,271.94,sand,"1850.0, 136810022.7, 296421715.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
