thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
3.0,1850,220.45,sand,"1850.0, 89906674.6, 194797795.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,262.34,clay,,,"22451.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,224.59,clay,,,"31432.0, 0.60, 0.12, 0.024, 1.0"
1.5,1700,188.72,clay,,,"33280.9, 0.85, 0.18, 0.036, 1.0"
1.5,1850,211.4,clay,,,"49393.1, 0.60, 0.12, 0.024, 1.0"
3.0,1850,216.06,clay,,,"62864.0, 0.60, 0.12, 0.024, 1.0"
3.0,1850,224.59,clay,,,"80825.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,228.51,clay,,,"94295.9, 0.60, 0.12, 0.024, 1.0"
1.5,1850,248.65,clay,,,"103276.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,290.45,clay,,,"115250.6, 0.60, 0.12, 0.024, 1.0"
