thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,1614.1,188.72,clay,,,"2162.8, 0.46, 0.18, 0.036, 1.0"
1.0,1614.1,211.4,clay,,,"6488.4, 0.46, 0.12, 0.024, 1.0"
1.0,1614.1,173.44,clay,,,"10814.0, 0.46, 0.18, 0.036, 1.0"
1.0,1614.1,181.56,clay,,,"15139.6, 0.46, 0.18, 0.036, 1.0"
1.75,1614.1,170.9,silt,,"47143227.4, 471432.3, 0.2, 0.2",
1.05,1614.1,181.56,silt,,"53207828.4, 532078.3, 0.2, 0.2",
1.2,1614.1,181.56,clay,,,"32009.3, 0.46, 0.18, 0.036, 1.0"
2.0,1614.1,188.72,clay,,,"38930.3, 0.46, 0.18, 0.036, 1.0"
1.0,1614.1,163.99,silt,,"43408014.1, 434080.1, 0.2, 0.2",
4.0,1614.1,163.99,clay,,,"56232.6, 0.46, 0.18, 0.036, 1.0"
