thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1850,267.98,silt,,"132854568.7, 1328545.7, 0.2, 0.2",
1.5,1850,273.56,silt,,"138444886.2, 1384448.9, 0.2, 0.2",
3.0,1850,277.15,silt,,"142102426.6, 1421024.3, 0.2, 0.2",
1.5,1700,195.16,sand,"1700.0, 64748623.5, 140288684.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1850,201.01,sand,"1850.0, 74749287.2, 161956788.9, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1850,206.4,sand,"1850.0, 78811776.0, 170758848.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
4.5,1700,195.16,sand,"1700.0, 64748623.5, 140288684.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
1.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
3.0,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
1.5,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
1.5,1550,147.94,silt,,"33923677.6, 339236.8, 0.2, 0.2",
1.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.5,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
3.0,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
