thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,2007.1,239.21,sand,"2007.1, 114846764.1, 248834655.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.6,2007.1,152.0,sand,"2007.1, 46371087.1, 100470688.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.4,2007.1,170.9,silt,,"58619785.7, 586197.9, 0.2, 0.2",
0.6,1991.2,152.0,silt,,"46004141.2, 460041.4, 0.2, 0.2",
0.4,1991.2,180.27,silt,,"64707805.2, 647078.1, 0.2, 0.2",
0.5,1991.2,152.0,silt,,"46004141.2, 460041.4, 0.2, 0.2",
0.5,1991.2,203.49,silt,,"82450993.9, 824509.9, 0.2, 0.2",
0.5,1991.2,361.0,silt,,"259492108.8, 2594921.1, 0.2, 0.2",
0.5,1991.2,154.38,silt,,"47456076.0, 474560.8, 0.2, 0.2",
0.5,1991.2,361.0,sand,"1991.2, 259492108.8, 562232902.5, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,1991.2,147.94,silt,,"43579373.3, 435793.7, 0.2, 0.2",
1.0,1991.2,201.01,sand,"1991.2, 80453525.3, 174315971.5, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,1991.2,361.0,sand,"1991.2, 259492108.8, 562232902.5, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1991.2,257.12,sand,"1991.2, 131638059.1, 285215794.8, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.4,1984.1,361.0,sand,"1984.1, 258572195.9, 560239757.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.6,1984.1,232.24,sand,"1984.1, 107014213.9, 231864130.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,1984.1,206.85,silt,,"84894288.0, 848942.9, 0.2, 0.2",
1.0,1984.1,269.63,sand,"1984.1, 144246021.4, 312533046.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1984.1,91.0,sand,"1984.1, 16430478.2, 35599369.5, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1984.1,232.24,sand,"1984.1, 107014213.9, 231864130.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1984.1,400.0,sand,"1984.1, 317458823.5, 687827451.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1984.1,220.45,sand,"1984.1, 96424551.2, 208919860.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,1984.1,276.38,sand,"1984.1, 151558620.9, 328377012.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.0,2009.4,264.84,sand,"2009.4, 140940594.5, 305371288.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,2009.4,200.0,silt,,"80376470.6, 803764.7, 0.2, 0.2",
0.5,2009.4,329.15,sand,"2009.4, 217699113.0, 471681411.4, 40.0, 0.1, 101325.0, 0.5, 37.0",,
2.0,2009.4,286.63,sand,"2009.4, 165086753.9, 357687966.7, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.0,2009.4,228.51,sand,"2009.4, 104925092.6, 227337700.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.7,2009.4,261.0,sand,"2009.4, 136883138.8, 296580134.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.3,2009.4,235.8,clay,,,"141131.0, 0.55, 0.12, 0.024, 1.0"
1.0,2009.4,228.51,clay,,,"145752.4, 0.55, 0.12, 0.024, 1.0"
1.0,2012.9,216.06,clay,,,"153396.7, 0.56, 0.12, 0.024, 1.0"
1.0,2012.9,239.21,clay,,,"160531.5, 0.56, 0.12, 0.024, 1.0"
1.0,2012.9,224.59,clay,,,"167666.2, 0.56, 0.12, 0.024, 1.0"
1.0,2008.2,211.4,clay,,,"173988.9, 0.55, 0.12, 0.024, 1.0"
1.0,2008.2,201.01,clay,,,"181090.4, 0.55, 0.12, 0.024, 1.0"
2.0,2008.2,188.72,clay,,,"191742.8, 0.55, 0.18, 0.036, 1.0"
1.0,2005.9,201.01,clay,,,"201922.9, 0.55, 0.12, 0.024, 1.0"
1.01,2005.9,220.45,clay,,,"209043.3, 0.55, 0.12, 0.024, 1.0"
