thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,1695.9,201.01,sand,"1695.9, 68522160.6, 148464681.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.4,1695.9,224.59,sand,"1695.9, 85541438.9, 185339784.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.6,1695.9,224.59,clay,,,"8332.6, 0.48, 0.12, 0.024, 1.0"
0.3,1695.9,201.01,clay,,,"10538.2, 0.48, 0.12, 0.024, 1.0"
0.7,1614.1,201.01,silt,,"65218456.0, 652184.6, 0.2, 0.2",
3.0,1614.1,163.99,silt,,"43408014.1, 434080.1, 0.2, 0.2",
1.75,1614.1,170.9,clay,,,"29738.4, 0.46, 0.18, 0.036, 1.0"
4.25,1614.1,206.4,clay,,,"42715.2, 0.46, 0.12, 0.024, 1.0"
0.3,1614.1,163.99,clay,,,"52555.9, 0.46, 0.18, 0.036, 1.0"
2.7,1614.1,211.4,clay,,,"59044.3, 0.46, 0.12, 0.024, 1.0"
