thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1850,235.8,clay,,,"4490.3, 0.60, 0.12, 0.024, 1.0"
0.2,1550,112.87,clay,,,"6198.4, 1.10, 0.25, 0.050, 1.0"
0.25,1550,112.87,sand,"1550.0, 19746437.2, 42783947.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.7,1550,112.87,silt,,"19746437.2, 197464.4, 0.2, 0.2",
1.8,1550,140.83,silt,,"30741287.8, 307412.9, 0.2, 0.2",
1.05,1550,99.16,silt,,"15240693.7, 152406.9, 0.2, 0.2",
1.22,1550,132.87,silt,,"27364377.2, 273643.8, 0.2, 0.2",
0.91,1700,154.38,silt,,"40516413.5, 405164.1, 0.2, 0.2",
0.87,1550,147.94,silt,,"33923677.6, 339236.8, 0.2, 0.2",
10.5,1850,203.49,silt,,"76605133.2, 766051.3, 0.2, 0.2",
