thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,1935.9,201.01,clay,,,"3296.0, 0.54, 0.12, 0.024, 1.0"
2.0,1935.9,125.0,clay,,,"13183.9, 0.54, 0.25, 0.050, 1.0"
1.45,1935.9,98.0,clay,,,"24555.1, 0.54, 0.25, 0.050, 1.0"
0.55,1935.9,188.72,clay,,,"31147.0, 0.54, 0.18, 0.036, 1.0"
1.0,1819.4,98.0,clay,,,"31743.8, 0.51, 0.25, 0.050, 1.0"
0.75,1819.4,216.06,clay,,,"36793.9, 0.51, 0.12, 0.024, 1.0"
1.25,1819.4,181.56,clay,,,"42565.5, 0.51, 0.18, 0.036, 1.0"
1.75,1819.4,188.72,clay,,,"51222.9, 0.51, 0.18, 0.036, 1.0"
1.75,1819.4,195.16,clay,,,"61323.2, 0.51, 0.18, 0.036, 1.0"
0.25,1819.4,163.99,clay,,,"67094.8, 0.51, 0.18, 0.036, 1.0"
2.25,1819.4,153.0,clay,,,"74309.3, 0.51, 0.18, 0.036, 1.0"
3.0,1819.4,181.56,clay,,,"89459.7, 0.51, 0.18, 0.036, 1.0"
2.0,1819.4,151.0,clay,,,"103888.7, 0.51, 0.18, 0.036, 1.0"
0.5,1819.4,188.72,clay,,,"111103.2, 0.51, 0.18, 0.036, 1.0"
0.5,1819.4,137.0,clay,,,"113988.9, 0.51, 0.25, 0.050, 1.0"
3.0,1819.4,201.01,clay,,,"124089.2, 0.51, 0.12, 0.024, 1.0"
1.0,1819.4,137.0,clay,,,"135632.4, 0.51, 0.25, 0.050, 1.0"
2.0,1819.4,105.0,clay,,,"144289.8, 0.51, 0.25, 0.050, 1.0"
3.55,1819.4,206.4,clay,,,"160306.0, 0.51, 0.12, 0.024, 1.0"
0.45,1819.4,142.0,clay,,,"171849.2, 0.51, 0.25, 0.050, 1.0"
