thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1550,137.81,sand,"1550.0, 29436974.0, 63780110.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.8,1550,99.16,sand,"1550.0, 15240693.7, 33021503.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.7,1550,99.16,silt,,"15240693.7, 152406.9, 0.2, 0.2",
0.5,1850,220.45,silt,,"89906674.6, 899066.7, 0.2, 0.2",
1.5,1850,220.45,sand,"1850.0, 89906674.6, 194797795.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.8,1550,123.73,sand,"1550.0, 23729125.0, 51413104.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.7,1550,123.73,silt,,"23729125.0, 237291.2, 0.2, 0.2",
1.5,1700,192.62,silt,,"63074189.5, 630741.9, 0.2, 0.2",
0.5,1850,284.67,silt,,"149918466.5, 1499184.7, 0.2, 0.2",
1.5,1850,284.67,sand,"1850.0, 149918466.5, 324823344.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
