thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1550,140.83,silt,,"30741287.8, 307412.9, 0.2, 0.2",
1.25,1850,235.8,silt,,"102863034.0, 1028630.3, 0.2, 0.2",
0.25,1850,235.8,sand,"1850.0, 102863034.0, 222869907.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,1550,137.81,sand,"1550.0, 29436974.0, 63780110.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,1550,137.81,clay,,,"16464.4, 1.10, 0.25, 0.050, 1.0"
1.5,1700,173.44,clay,,,"25885.2, 0.85, 0.18, 0.036, 1.0"
1.5,1700,181.56,clay,,,"33280.9, 0.85, 0.18, 0.036, 1.0"
1.0,1700,180.27,clay,,,"39444.0, 0.85, 0.18, 0.036, 1.0"
0.5,1700,180.27,silt,,"55245363.9, 552453.6, 0.2, 0.2",
1.5,1550,132.87,silt,,"27364377.2, 273643.8, 0.2, 0.2",
1.0,1850,239.21,silt,,"105859634.6, 1058596.3, 0.2, 0.2",
0.5,1850,239.21,sand,"1850.0, 105859634.6, 229362541.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,228.51,sand,"1850.0, 96601117.2, 209302420.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,211.4,sand,"1850.0, 82676426.0, 179132256.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,216.06,sand,"1850.0, 86361558.7, 187116710.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,224.59,sand,"1850.0, 93315236.0, 202183011.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,228.51,sand,"1850.0, 96601117.2, 209302420.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1700,195.16,sand,"1700.0, 64748623.5, 140288684.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1700,154.38,silt,,"40516413.5, 405164.1, 0.2, 0.2",
0.5,1700,173.44,silt,,"51138437.1, 511384.4, 0.2, 0.2",
1.0,1700,173.44,clay,,,"115866.9, 0.85, 0.18, 0.036, 1.0"
1.5,1700,181.56,clay,,,"122030.0, 0.85, 0.18, 0.036, 1.0"
3.0,1700,173.44,clay,,,"133123.7, 0.85, 0.18, 0.036, 1.0"
3.0,1700,181.56,clay,,,"147915.2, 0.85, 0.18, 0.036, 1.0"
1.5,1700,173.44,clay,,,"159008.8, 0.85, 0.18, 0.036, 1.0"
2.0,1700,163.99,clay,,,"167637.2, 0.85, 0.18, 0.036, 1.0"
