thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1850,206.4,sand,"1850.0, 78811776.0, 170758848.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,201.01,sand,"1850.0, 74749287.2, 161956788.9, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1850,242.48,sand,"1850.0, 108773618.2, 235676172.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,239.21,sand,"1850.0, 105859634.6, 229362541.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,245.62,sand,"1850.0, 111608991.1, 241819480.8, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,248.65,sand,"1850.0, 114379621.6, 247822513.5, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,259.77,sand,"1850.0, 124838837.9, 270484148.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,284.67,sand,"1850.0, 149918466.5, 324823344.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,269.63,sand,"1850.0, 134495623.3, 291407183.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.95,1850,280.61,sand,"1850.0, 145672648.4, 315624071.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
