thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.25,1550,123.73,sand,"1550.0, 23729125.0, 51413104.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.25,1550,123.73,silt,,"23729125.0, 237291.2, 0.2, 0.2",
1.5,1550,140.83,silt,,"30741287.8, 307412.9, 0.2, 0.2",
1.25,1700,181.56,silt,,"56038857.1, 560388.6, 0.2, 0.2",
0.25,1700,181.56,clay,,,"21571.0, 0.85, 0.18, 0.036, 1.0"
3.0,1700,163.99,clay,,,"29583.0, 0.85, 0.18, 0.036, 1.0"
6.0,1700,181.56,clay,,,"51770.3, 0.85, 0.18, 0.036, 1.0"
3.0,1700,188.72,clay,,,"73957.6, 0.85, 0.18, 0.036, 1.0"
1.5,1700,181.56,clay,,,"85051.2, 0.85, 0.18, 0.036, 1.0"
2.0,1700,188.72,clay,,,"93679.6, 0.85, 0.18, 0.036, 1.0"
