thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
0.5,1550,123.73,silt,,"23729125.0, 237291.2, 0.2, 0.2",
0.5,1550,147.94,silt,,"33923677.6, 339236.8, 0.2, 0.2",
0.5,1700,154.38,silt,,"40516413.5, 405164.1, 0.2, 0.2",
0.5,1550,147.94,silt,,"33923677.6, 339236.8, 0.2, 0.2",
0.5,1550,112.87,silt,,"19746437.2, 197464.4, 0.2, 0.2",
0.2,1700,173.44,silt,,"51138437.1, 511384.4, 0.2, 0.2",
0.3,1700,173.44,clay,,,"14051.9, 0.85, 0.18, 0.036, 1.0"
0.5,1700,170.9,clay,,,"15802.3, 0.85, 0.18, 0.036, 1.0"
0.18,1700,163.99,silt,,"45717624.2, 457176.2, 0.2, 0.2",
0.32,1700,163.99,clay,,,"18933.1, 0.85, 0.18, 0.036, 1.0"
0.5,1700,173.44,clay,,,"20954.7, 0.85, 0.18, 0.036, 1.0"
0.5,1700,181.56,clay,,,"23419.9, 0.85, 0.18, 0.036, 1.0"
0.2,1700,195.16,silt,,"64748623.5, 647486.2, 0.2, 0.2",
0.3,1700,195.16,clay,,,"26378.2, 0.85, 0.18, 0.036, 1.0"
0.4,1850,213.24,silt,,"84121900.6, 841219.0, 0.2, 0.2",
0.1,1850,213.24,silt,,"84121900.6, 841219.0, 0.2, 0.2",
0.26,1850,206.4,clay,,,"36640.7, 0.60, 0.12, 0.024, 1.0"
0.24,1850,206.4,sand,"1850.0, 78811776.0, 170758848.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.3,1700,192.62,sand,"1700.0, 63074189.5, 136660743.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.2,1700,192.62,silt,,"63074189.5, 630741.9, 0.2, 0.2",
0.5,1850,224.59,sand,"1850.0, 93315236.0, 202183011.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1850,248.65,sand,"1850.0, 114379621.6, 247822513.5, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1850,220.45,sand,"1850.0, 89906674.6, 194797795.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.35,1850,206.4,sand,"1850.0, 78811776.0, 170758848.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.15,1850,206.4,clay,,,"53434.4, 0.60, 0.12, 0.024, 1.0"
0.3,1700,160.3,clay,,,"45114.1, 0.85, 0.18, 0.036, 1.0"
0.2,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
0.28,1850,216.06,silt,,"86361558.7, 863615.6, 0.2, 0.2",
0.22,1850,216.06,clay,,,"59211.9, 0.60, 0.12, 0.024, 1.0"
0.5,1850,216.06,silt,,"86361558.7, 863615.6, 0.2, 0.2",
