thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,1945.3,152.57,sand,"1945.3, 45281787.9, 98110540.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,1945.3,163.99,sand,"1945.3, 52314250.2, 113347542.1, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,1945.3,245.62,sand,"1945.3, 117358007.5, 254275683.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,2002.4,156.0,sand,"2002.4, 48729261.2, 105580065.9, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,2002.4,271.94,sand,"2002.4, 148076730.4, 320832915.9, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.9,2002.4,215.0,sand,"2002.4, 92558764.7, 200543990.2, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.1,2002.4,282.66,sand,"2002.4, 159981343.4, 346626244.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.8,2002.4,215.0,sand,"2002.4, 92558764.7, 200543990.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.2,2002.4,152.57,sand,"2002.4, 46609980.6, 100988291.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,2002.4,99.16,silt,,"19688547.0, 196885.5, 0.2, 0.2",
0.5,2011.2,182.0,silt,,"66618209.4, 666182.1, 0.2, 0.2",
0.5,2011.2,180.27,silt,,"65357750.6, 653577.5, 0.2, 0.2",
0.8,2011.2,175.0,silt,,"61592279.4, 615922.8, 0.2, 0.2",
0.2,2011.2,232.24,sand,"2011.2, 108473642.8, 235026226.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,2011.2,216.06,sand,"2011.2, 93885586.3, 203418770.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,2011.2,175.0,sand,"2011.2, 61592279.4, 133449938.7, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,2011.2,201.01,sand,"2011.2, 81261625.7, 176066855.7, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,2011.2,188.7,silt,,"71613348.3, 716133.5, 0.2, 0.2",
1.0,2011.2,160.3,silt,,"51679371.6, 516793.7, 0.2, 0.2",
1.0,2011.2,140.83,silt,,"39887841.7, 398878.4, 0.2, 0.2",
1.0,2011.2,112.87,silt,,"25621658.0, 256216.6, 0.2, 0.2",
1.0,2001.2,152.57,sand,"2001.2, 46582595.2, 100928956.3, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,2001.2,132.87,silt,,"35329643.7, 353296.4, 0.2, 0.2",
1.0,2001.2,154.38,silt,,"47694407.8, 476944.1, 0.2, 0.2",
1.0,2001.2,147.94,silt,,"43798235.7, 437982.4, 0.2, 0.2",
0.5,2001.2,278.0,sand,"2001.2, 154658922.4, 335094331.8, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,2004.1,160.3,silt,,"51497987.4, 514979.9, 0.2, 0.2",
1.0,2004.1,147.94,silt,,"43862607.0, 438626.1, 0.2, 0.2",
1.0,2004.1,160.3,silt,,"51497987.4, 514979.9, 0.2, 0.2",
1.0,2004.1,195.16,clay,,,"159133.1, 0.55, 0.18, 0.036, 1.0"
1.0,2004.1,181.56,clay,,,"166205.7, 0.55, 0.18, 0.036, 1.0"
0.5,2004.1,125.0,clay,,,"171510.1, 0.55, 0.25, 0.050, 1.0"
0.5,2004.7,211.4,clay,,,"175149.0, 0.55, 0.12, 0.024, 1.0"
1.0,2004.7,201.01,clay,,,"180456.5, 0.55, 0.12, 0.024, 1.0"
1.0,2008.2,211.4,clay,,,"188192.0, 0.55, 0.12, 0.024, 1.0"
1.0,2012.4,195.16,clay,,,"196091.2, 0.55, 0.18, 0.036, 1.0"
1.0,2012.4,201.01,clay,,,"203221.8, 0.55, 0.12, 0.024, 1.0"
1.01,2011.8,181.56,clay,,,"210265.8, 0.55, 0.18, 0.036, 1.0"
