thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
6.0,1700,163.99,clay,,,"14791.5, 0.85, 0.18, 0.036, 1.0"
1.5,1700,173.44,clay,,,"33280.9, 0.85, 0.18, 0.036, 1.0"
1.5,1700,163.99,clay,,,"40676.7, 0.85, 0.18, 0.036, 1.0"
1.5,1700,181.56,clay,,,"48072.4, 0.85, 0.18, 0.036, 1.0"
1.5,1700,188.72,clay,,,"55468.2, 0.85, 0.18, 0.036, 1.0"
1.5,1700,195.16,clay,,,"62864.0, 0.85, 0.18, 0.036, 1.0"
3.0,1850,201.01,clay,,,"89805.6, 0.60, 0.12, 0.024, 1.0"
3.0,1850,206.4,clay,,,"107766.8, 0.60, 0.12, 0.024, 1.0"
1.5,1850,211.4,clay,,,"121237.6, 0.60, 0.12, 0.024, 1.0"
3.0,1850,216.06,clay,,,"134708.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,211.4,clay,,,"148179.3, 0.60, 0.12, 0.024, 1.0"
1.5,1850,259.77,clay,,,"157159.9, 0.60, 0.12, 0.024, 1.0"
1.5,1850,247.15,clay,,,"166140.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,234.04,clay,,,"175121.0, 0.60, 0.12, 0.024, 1.0"
1.5,1850,237.53,clay,,,"184101.6, 0.60, 0.12, 0.024, 1.0"
1.5,1850,224.59,clay,,,"193082.1, 0.60, 0.12, 0.024, 1.0"
2.0,1850,230.4,clay,,,"203559.5, 0.60, 0.12, 0.024, 1.0"
