thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1850,206.4,sand,"1850.0, 78811776.0, 170758848.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1700,195.16,clay,,,"11093.6, 0.85, 0.18, 0.036, 1.0"
1.5,1850,201.01,clay,,,"22451.4, 0.60, 0.12, 0.024, 1.0"
1.5,1700,195.16,clay,,,"25885.2, 0.85, 0.18, 0.036, 1.0"
1.5,1850,220.45,clay,,,"40412.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,239.21,clay,,,"49393.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,232.24,clay,,,"55380.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,278.52,clay,,,"94295.9, 0.60, 0.12, 0.024, 1.0"
1.5,1850,271.94,clay,,,"103276.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,284.67,clay,,,"115250.6, 0.60, 0.12, 0.024, 1.0"
