thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
0.8,2000.0,174.0,sand,"2000.0, 60552000.0, 131196000.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.2,2000.0,216.06,sand,"2000.0, 93363847.2, 202288335.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,2000.0,174.0,sand,"2000.0, 60552000.0, 131196000.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,2000.0,160.3,silt,,"51392180.0, 513921.8, 0.2, 0.2",
1.0,2000.0,211.4,sand,"2000.0, 89379920.0, 193656493.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,2000.0,234.0,sand,"2000.0, 109512000.0, 237276000.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,2000.0,201.01,sand,"2000.0, 80810040.2, 175088420.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,2223.5,248.65,sand,"2223.5, 137473758.3, 297859809.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,2223.5,234.0,sand,"2223.5, 121751576.5, 263795082.4, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.0,2223.5,280.61,sand,"2223.5, 175085090.9, 379351030.3, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,1958.8,258.0,sand,"1958.8, 130387129.4, 282505447.1, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,1958.8,276.38,sand,"1958.8, 149626506.9, 324190764.9, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,1958.8,258.0,sand,"1958.8, 130387129.4, 282505447.1, 40.0, 0.1, 101325.0, 0.5, 37.0",,
0.5,1958.8,323.61,sand,"1958.8, 205134722.9, 444458566.2, 40.0, 0.1, 101325.0, 0.5, 37.0",,
0.5,1952.9,258.0,sand,"1952.9, 129995576.5, 281657082.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1952.9,264.84,sand,"1952.9, 136979734.7, 296789425.2, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1952.9,258.0,sand,"1952.9, 129995576.5, 281657082.4, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,1952.9,276.38,sand,"1952.9, 149177178.0, 323217219.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,1994.1,258.0,sand,"1994.1, 132736447.1, 287595635.3, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1994.1,278.52,sand,"1994.1, 154690466.7, 335162677.9, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,2023.5,339.0,sand,"2023.5, 232546023.5, 503849717.6, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,2023.5,276.38,sand,"2023.5, 154569124.2, 334899769.1, 36.0, 0.1, 101325.0, 0.5, 33.0",,
0.5,1964.7,203.0,sand,"1964.7, 80963564.7, 175421056.9, 40.0, 0.1, 101325.0, 0.5, 37.0",,
1.5,1964.7,328.9,sand,"1964.7, 212532471.4, 460487021.4, 40.0, 0.1, 101325.0, 0.5, 37.0",,
0.5,1911.8,203.0,sand,"1911.8, 78781911.8, 170694142.2, 40.0, 0.1, 101325.0, 0.5, 37.0",,
14.5,2270.6,345.64,sand,"2270.6, 271260386.5, 587730837.4, 40.0, 0.1, 101325.0, 0.5, 37.0",,
