thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.8,1850,288.56,sand,"1850.0, 154043716.2, 333761385.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1550,137.81,sand,"1550.0, 29436974.0, 63780110.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1700,152.57,sand,"1700.0, 39571928.3, 85739178.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
1.2,1700,173.44,silt,,"51138437.1, 511384.4, 0.2, 0.2",
0.3,1700,173.44,sand,"1700.0, 51138437.1, 110799947.1, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.7,1700,188.7,sand,"1700.0, 60533073.0, 131154991.5, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.8,1700,188.7,silt,,"60533073.0, 605330.7, 0.2, 0.2",
1.3,1550,123.73,silt,,"23729125.0, 237291.2, 0.2, 0.2",
3.2,1550,132.87,silt,,"27364377.2, 273643.8, 0.2, 0.2",
1.5,1700,188.7,silt,,"60533073.0, 605330.7, 0.2, 0.2",
1.5,1550,140.83,silt,,"30741287.8, 307412.9, 0.2, 0.2",
1.2,1700,152.57,silt,,"39571928.3, 395719.3, 0.2, 0.2",
0.3,1700,152.57,clay,,,"89488.7, 0.85, 0.18, 0.036, 1.0"
1.5,1550,137.81,clay,,,"73799.1, 1.10, 0.25, 0.050, 1.0"
4.5,1700,152.57,clay,,,"108717.7, 0.85, 0.18, 0.036, 1.0"
1.5,1700,163.99,clay,,,"123509.2, 0.85, 0.18, 0.036, 1.0"
2.5,1700,173.44,clay,,,"133370.2, 0.85, 0.18, 0.036, 1.0"
2.0,1700,188.72,clay,,,"144463.8, 0.85, 0.18, 0.036, 1.0"
1.5,1700,163.99,clay,,,"153092.2, 0.85, 0.18, 0.036, 1.0"
1.5,1700,173.44,clay,,,"160488.0, 0.85, 0.18, 0.036, 1.0"
1.7,1700,163.99,clay,,,"168376.8, 0.85, 0.18, 0.036, 1.0"
