thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
0.5,1850,216.06,silt,,"86361558.7, 863615.6, 0.2, 0.2",
1.0,1850,216.06,sand,"1850.0, 86361558.7, 187116710.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.3,1850,248.65,sand,"1850.0, 114379621.6, 247822513.5, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.2,1850,248.65,clay,,,"17362.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,254.39,clay,,,"22451.4, 0.60, 0.12, 0.024, 1.0"
0.2,1850,262.34,clay,,,"27540.4, 0.60, 0.12, 0.024, 1.0"
1.3,1850,262.34,sand,"1850.0, 127321209.9, 275862621.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,267.27,sand,"1850.0, 132151517.9, 286328288.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,216.06,sand,"1850.0, 86361558.7, 187116710.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.55,1850,228.51,sand,"1850.0, 96601117.2, 209302420.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.45,1850,228.51,clay,,,"58523.3, 0.60, 0.12, 0.024, 1.0"
0.5,1850,228.51,sand,"1850.0, 96601117.2, 209302420.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,251.57,sand,"1850.0, 117081810.1, 253677255.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,242.48,sand,"1850.0, 108773618.2, 235676172.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.95,1850,262.34,sand,"1850.0, 127321209.9, 275862621.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
