thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1850,211.4,sand,"1850.0, 82676426.0, 179132256.3, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,201.01,sand,"1850.0, 74749287.2, 161956788.9, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.3,1550,147.94,sand,"1550.0, 33923677.6, 73501301.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.2,1550,147.94,silt,,"33923677.6, 339236.8, 0.2, 0.2",
1.5,1700,180.27,silt,,"55245363.9, 552453.6, 0.2, 0.2",
1.5,1850,224.59,clay,,,"40412.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,206.4,clay,,,"49393.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,224.59,clay,,,"58373.7, 0.60, 0.12, 0.024, 1.0"
1.5,1850,216.06,clay,,,"67354.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,228.51,clay,,,"76334.8, 0.60, 0.12, 0.024, 1.0"
1.5,1850,224.59,clay,,,"85315.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,232.24,clay,,,"94295.9, 0.60, 0.12, 0.024, 1.0"
4.5,1850,235.8,clay,,,"112257.1, 0.60, 0.12, 0.024, 1.0"
1.5,1850,237.53,clay,,,"130218.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,242.48,clay,,,"139198.7, 0.60, 0.12, 0.024, 1.0"
1.5,1850,237.53,clay,,,"148179.3, 0.60, 0.12, 0.024, 1.0"
1.5,1850,244.07,clay,,,"157159.9, 0.60, 0.12, 0.024, 1.0"
1.5,1850,248.65,clay,,,"166140.4, 0.60, 0.12, 0.024, 1.0"
1.5,1850,263.6,clay,,,"175121.0, 0.60, 0.12, 0.024, 1.0"
1.5,1850,254.39,clay,,,"184101.6, 0.60, 0.12, 0.024, 1.0"
1.5,1850,259.77,clay,,,"193082.1, 0.60, 0.12, 0.024, 1.0"
2.0,1850,258.46,clay,,,"203559.5, 0.60, 0.12, 0.024, 1.0"
