thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1850,278.52,sand,"1850.0, 143510772.2, 310940006.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.0,1550,147.94,sand,"1550.0, 33923677.6, 73501301.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,1550,147.94,silt,,"33923677.6, 339236.8, 0.2, 0.2",
1.5,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
1.5,1850,200.01,silt,,"74007400.2, 740074.0, 0.2, 0.2",
1.5,1700,175.72,silt,,"52491781.3, 524917.8, 0.2, 0.2",
1.5,1700,180.27,silt,,"55245363.9, 552453.6, 0.2, 0.2",
1.5,1700,170.9,silt,,"49651577.0, 496515.8, 0.2, 0.2",
1.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
3.0,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
