thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,195.16,clay,,,"3697.9, 0.85, 0.18, 0.036, 1.0"
0.5,1850,251.57,clay,,,"10477.3, 0.60, 0.12, 0.024, 1.0"
1.0,1850,251.57,sand,"1850.0, 117081810.1, 253677255.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,228.51,sand,"1850.0, 96601117.2, 209302420.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,224.59,clay,,,"31432.0, 0.60, 0.12, 0.024, 1.0"
1.5,1700,188.72,clay,,,"33280.9, 0.85, 0.18, 0.036, 1.0"
1.5,1700,195.16,clay,,,"40676.7, 0.85, 0.18, 0.036, 1.0"
1.5,1850,201.01,clay,,,"58373.7, 0.60, 0.12, 0.024, 1.0"
1.5,1850,211.4,clay,,,"67354.2, 0.60, 0.12, 0.024, 1.0"
1.5,1850,216.06,clay,,,"76334.8, 0.60, 0.12, 0.024, 1.0"
2.5,1850,228.51,clay,,,"88308.9, 0.60, 0.12, 0.024, 1.0"
