thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
0.8,1850,276.38,silt,,"141313923.1, 1413139.2, 0.2, 0.2",
0.7,1850,276.38,sand,"1850.0, 141313923.1, 306180166.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,206.4,sand,"1850.0, 78811776.0, 170758848.0, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.0,1850,203.49,sand,"1850.0, 76605133.2, 165977788.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1850,203.49,silt,,"76605133.2, 766051.3, 0.2, 0.2",
1.5,1850,210.1,silt,,"81662718.5, 816627.2, 0.2, 0.2",
1.5,1850,245.62,sand,"1850.0, 111608991.1, 241819480.8, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,257.12,sand,"1850.0, 122304784.6, 264993700.1, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,269.63,sand,"1850.0, 134495623.3, 291407183.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,276.38,sand,"1850.0, 141313923.1, 306180166.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
1.5,1850,271.94,sand,"1850.0, 136810022.7, 296421715.8, 36.0, 0.1, 101325.0, 0.5, 33.0",,
3.0,1850,267.27,sand,"1850.0, 132151517.9, 286328288.7, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1850,288.56,sand,"1850.0, 154043716.2, 333761385.0, 36.0, 0.1, 101325.0, 0.5, 33.0",,
2.0,1850,278.52,sand,"1850.0, 143510772.2, 310940006.5, 36.0, 0.1, 101325.0, 0.5, 33.0",,
