thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.0,1700,152.57,clay,,,"2465.3, 0.85, 0.18, 0.036, 1.0"
0.5,1700,152.57,sand,"1700.0, 39571928.3, 85739178.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.5,1550,137.81,sand,"1550.0, 29436974.0, 63780110.2, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,1550,115.8,sand,"1550.0, 20784942.0, 45034041.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.5,1550,115.8,clay,,,"16464.4, 1.10, 0.25, 0.050, 1.0"
1.0,1700,165.78,clay,,,"24652.5, 0.85, 0.18, 0.036, 1.0"
0.5,1700,165.78,silt,,"46721114.3, 467211.1, 0.2, 0.2",
1.0,1550,137.81,silt,,"29436974.0, 294369.7, 0.2, 0.2",
0.5,1550,137.81,clay,,,"28086.3, 1.10, 0.25, 0.050, 1.0"
0.5,1850,228.51,clay,,,"46399.6, 0.60, 0.12, 0.024, 1.0"
0.25,1700,173.44,clay,,,"40060.4, 0.85, 0.18, 0.036, 1.0"
1.75,1700,173.44,silt,,"51138437.1, 511384.4, 0.2, 0.2",
0.5,1700,173.44,clay,,,"50537.7, 0.85, 0.18, 0.036, 1.0"
0.5,1850,232.24,clay,,,"64360.7, 0.60, 0.12, 0.024, 1.0"
1.0,1850,232.24,sand,"1850.0, 99780522.6, 216191132.2, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.8,1850,242.48,sand,"1850.0, 108773618.2, 235676172.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.2,1850,239.21,sand,"1850.0, 105859634.6, 229362541.6, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1700,192.62,silt,,"63074189.5, 630741.9, 0.2, 0.2",
1.5,1850,200.01,silt,,"74007400.2, 740074.0, 0.2, 0.2",
1.5,1700,160.3,silt,,"43683353.0, 436833.5, 0.2, 0.2",
1.5,1700,154.38,silt,,"40516413.5, 405164.1, 0.2, 0.2",
1.5,1700,195.16,clay,,,"107238.5, 0.85, 0.18, 0.036, 1.0"
1.5,1700,181.56,clay,,,"114634.3, 0.85, 0.18, 0.036, 1.0"
1.5,1700,173.44,clay,,,"122030.0, 0.85, 0.18, 0.036, 1.0"
3.0,1700,188.72,clay,,,"133123.7, 0.85, 0.18, 0.036, 1.0"
1.5,1700,173.44,clay,,,"144217.3, 0.85, 0.18, 0.036, 1.0"
1.5,1700,163.99,clay,,,"151613.1, 0.85, 0.18, 0.036, 1.0"
1.5,1700,173.44,clay,,,"159008.8, 0.85, 0.18, 0.036, 1.0"
2.0,1700,181.56,clay,,,"167637.2, 0.85, 0.18, 0.036, 1.0"
