thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1700,152.57,sand,"1700.0, 39571928.3, 85739178.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.3,1700,173.44,clay,,,"8135.3, 0.85, 0.18, 0.036, 1.0"
1.45,1700,173.44,sand,"1700.0, 51138437.1, 110799947.1, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.25,1850,245.62,clay,,,"20206.3, 0.60, 0.12, 0.024, 1.0"
0.5,1850,245.62,sand,"1850.0, 111608991.1, 241819480.8, 32.0, 0.1, 101325.0, 0.5, 29.0",,
0.5,1700,163.99,sand,"1700.0, 45717624.2, 99054852.4, 28.0, 0.1, 101325.0, 0.5, 25.0",,
0.3,1850,262.34,clay,,,"27839.7, 0.60, 0.12, 0.024, 1.0"
1.2,1850,262.34,sand,"1850.0, 127321209.9, 275862621.4, 32.0, 0.1, 101325.0, 0.5, 29.0",,
1.5,1700,152.57,sand,"1700.0, 39571928.3, 85739178.0, 28.0, 0.1, 101325.0, 0.5, 25.0",,
1.0,1700,152.57,clay,,,"39444.0, 0.85, 0.18, 0.036, 1.0"
0.8,1850,242.48,clay,,,"53284.7, 0.60, 0.12, 0.024, 1.0"
1.15,1850,242.48,sand,"1850.0, 108773618.2, 235676172.9, 32.0, 0.1, 101325.0, 0.5, 29.0",,
