thickness,mass_density,Vs,soil_type,pdmy_args,hyst_args,clay_args
1.5,1550,99.16,silt,,"15240693.7, 152406.9, 0.2, 0.2",
0.3,1700,163.99,silt,,"45717624.2, 457176.2, 0.2, 0.2",
1.2,1700,163.99,clay,,,"11833.2, 0.85, 0.18, 0.036, 1.0"
1.25,1700,154.38,clay,,,"17873.1, 0.85, 0.18, 0.036, 1.0"
0.25,1700,154.38,silt,,"40516413.5, 405164.1, 0.2, 0.2",
1.0,1850,201.01,silt,,"74749287.2, 747492.9, 0.2, 0.2",
2.0,1850,201.01,clay,,,"38915.8, 0.60, 0.12, 0.024, 1.0"
9.0,1850,206.4,clay,,,"71844.5, 0.60, 0.12, 0.024, 1.0"
1.5,1850,201.01,clay,,,"103276.5, 0.60, 0.12, 0.024, 1.0"
2.0,1850,211.4,clay,,,"113753.8, 0.60, 0.12, 0.024, 1.0"
